x,y,z,angle,azimuth,elevation,julianDate,dateTime,zoneOffset,incT,incS,irrT,irrS
41,83,614,10,132,-18,2459584.75,2022-01-05T00:00:00.000-06:00,-360,108,36,0,0.809
41,83,614,10,146,-17,2459584.79,2022-01-05T01:00:00.000-06:00,-360,107,48,0,0.664
