x,y,z,angle,azimuth,elevation,julianDate,dateTime,zoneOffset,incT,incS,irrT,irrS
41,83,614,10,112,25,2459767.71,2022-07-07T00:00:00.000-05:00,-300,65,28,0.429,0.884
41,83,614,10,127,27,2459767.75,2022-07-07T01:00:00.000-05:00,-300,63,38,0.454,0.792
