x,y,z,angle,azimuth,elevation,julianDate,dateTime,zoneOffset,incT,incS,irrT,irrS
41,83,614,10,130,-16,2459598.75,2022-01-19T00:00:00.000-06:00,-360,106,34,0,0.832
41,83,614,10,145,-15,2459598.79,2022-01-19T01:00:00.000-06:00,-360,105,46,0,0.689
