x,y,z,angle,azimuth,elevation,julianDate,dateTime,zoneOffset,incT,incS,irrT,irrS
41,83,614,10,112,25,2459768.71,2022-07-08T00:00:00.000-05:00,-300,65,28,0.427,0.885
41,83,614,10,127,27,2459768.75,2022-07-08T01:00:00.000-05:00,-300,63,38,0.452,0.793
