x,y,z,angle,azimuth,elevation,julianDate,dateTime,zoneOffset,incT,incS,irrT,irrS
41,83,614,10,112,26,2459760.71,2022-06-30T00:00:00.000-05:00,-300,64,29,0.439,0.879
41,83,614,10,127,28,2459760.75,2022-06-30T01:00:00.000-05:00,-300,62,38,0.463,0.786
