x,y,z,angle,azimuth,elevation,julianDate,dateTime,zoneOffset,incT,incS,irrT,irrS
41,83,614,10,112,26,2459761.71,2022-07-01T00:00:00.000-05:00,-300,64,28,0.437,0.879
41,83,614,10,127,28,2459761.75,2022-07-01T01:00:00.000-05:00,-300,62,38,0.462,0.787
