x,y,z,angle,azimuth,elevation,julianDate,dateTime,zoneOffset,incT,incS,irrT,irrS
41,83,614,10,132,-18,2459585.75,2022-01-06T00:00:00.000-06:00,-360,108,36,0,0.811
41,83,614,10,146,-17,2459585.79,2022-01-06T01:00:00.000-06:00,-360,107,48,0,0.665
