x,y,z,angle,azimuth,elevation,julianDate,dateTime,zoneOffset,incT,incS,irrT,irrS
41,83,614,10,112,26,2459754.71,2022-06-24T00:00:00.000-05:00,-300,64,29,0.443,0.876
41,83,614,10,128,28,2459754.75,2022-06-24T01:00:00.000-05:00,-300,62,39,0.467,0.782
