x,y,z,angle,azimuth,elevation,julianDate,dateTime,zoneOffset,incT,incS,irrT,irrS
41,83,614,10,112,26,2459755.71,2022-06-25T00:00:00.000-05:00,-300,64,29,0.442,0.876
41,83,614,10,128,28,2459755.75,2022-06-25T01:00:00.000-05:00,-300,62,38,0.467,0.783
