x,y,z,angle,azimuth,elevation,julianDate,dateTime,zoneOffset,incT,incS,irrT,irrS
41,83,614,10,132,-18,2459580.75,2022-01-01T00:00:00.000-06:00,-360,108,37,0,0.804
41,83,614,10,147,-17,2459580.79,2022-01-01T01:00:00.000-06:00,-360,107,49,0,0.657
