x,y,z,angle,azimuth,elevation,julianDate,dateTime,zoneOffset,incT,incS,irrT,irrS
41,83,614,10,130,-16,2459599.75,2022-01-20T00:00:00.000-06:00,-360,106,34,0,0.834
41,83,614,10,145,-14,2459599.79,2022-01-20T01:00:00.000-06:00,-360,104,46,0,0.69
